Set,Bonafide Or Spoof,Language,Singer,Title,Model,Url
T02,bonafide,Mandarin,Angela_Chang,張韶涵 Angela Zhang[因我而起]Official Video,N/A,https://www.youtube.com/watch?v=p__9AVS_M1k
T02,bonafide,Mandarin,Angela_Chang,張韶涵 Angela Zhang - 親愛的那不是愛情 (官方版MV),N/A,https://www.youtube.com/watch?v=HwF1i_6Iwp8
T02,bonafide,Mandarin,Angela_Chang,張韶涵 Angela Zhang - 不想懂得 (官方版MV),N/A,https://www.youtube.com/watch?v=YaJWn-Spxfc
T02,bonafide,Mandarin,Angela_Chang,張韶涵 Angela【還記得嗎】Official MV【HD】,N/A,https://www.youtube.com/watch?v=GCKh3quUSPo
T02,bonafide,Mandarin,Angela_Chang,Angela 張韶涵 - 淋雨一直走 官方完整HD高清版MV [Keep Walking Official HD MV],N/A,https://www.youtube.com/watch?v=WTcodZDH-Oc
T02,bonafide,Mandarin,Angela_Chang,Angela Zhang - Invisible Wings (Official MV),N/A,https://www.youtube.com/watch?v=be2wvNFTLMc
T02,spoof,Mandarin,Angela_Chang,【AI翻唱 不是“張韶涵”】開始懂了 cover 孫燕姿（我想怎麼金曲少了，原來燕姿自己還占不少，只能勞煩其他AI歌手來翻唱）,Sovits4.0,https://www.youtube.com/watch?v=hdlwtUwfgX0&list=PLqil1-qewx9h40Ez7bkOCZ1OSRi79o83E
T02,spoof,Mandarin,Angela_Chang,【蒙面AI猜猜猜】逆光 cover 孙燕姿（難道是“張韶涵”來了？如果大家都能猜對的話，該AI歌手就可以揭面出道）,Sovits4.0,https://www.youtube.com/watch?v=2bYNDt89cBE&list=PLqil1-qewx9h40Ez7bkOCZ1OSRi79o83E&index=3
T02,spoof,Mandarin,Angela_Chang,【蒙面AI猜猜猜】一個像夏天一個像秋天 cover 范瑋琪（網友出的主意，讓張來唱，應該聽不出來這聲音吧，所以問題不大）,Sovits4.0,https://www.youtube.com/watch?v=L6d6Iq-W2dY&list=PLqil1-qewx9h40Ez7bkOCZ1OSRi79o83E&index=2
T02,spoof,Mandarin,Angela_Chang,【AI翻唱 不是“張韶涵”】超快感 cover 孫燕姿（感覺對了 Ai要出發）,Sovits4.0,https://www.youtube.com/watch?v=J_BSeCXeXEU
T02,bonafide,Mandarin,Cyndi_Wang,[avex官方] 王心凌 Cyndi Wang – 我會好好的 官方完整版MV,N/A,https://www.youtube.com/watch?v=Gw4Q7-NBFWs&list=RDEM_WlvcThEtHAopKKgjcM0zg&index=11
T02,bonafide,Mandarin,Cyndi_Wang,王心凌 Cyndi Wang – 大眠 (Official Music Video),N/A,https://www.youtube.com/watch?v=VS1lvYuW3LQ&list=RDEM_WlvcThEtHAopKKgjcM0zg&start_radio=1
T02,bonafide,Mandarin,Cyndi_Wang,王心凌 Cyndi Wang - 不哭 (官方完整版MV),N/A,https://www.youtube.com/watch?v=OC1QZH5Oi5A&list=RDEM_WlvcThEtHAopKKgjcM0zg&index=4
T02,bonafide,Mandarin,Cyndi_Wang,[avex官方] 王心凌 Cyndi Wang – 愛你 官方完整版MV,N/A,https://www.youtube.com/watch?v=NAODcPQcy9U&list=RDEM_WlvcThEtHAopKKgjcM0zg&index=22
T02,bonafide,Mandarin,Cyndi_Wang,[avex官方] 王心凌 Cyndi Wang – Honey 官方完整版MV,N/A,https://www.youtube.com/watch?v=COmOMjwnK8U&list=RDEM_WlvcThEtHAopKKgjcM0zg&index=8
T02,bonafide,Mandarin,Cyndi_Wang,王心凌 Cyndi Wang - 黃昏曉 ( 官方完整版MV),N/A,https://www.youtube.com/watch?v=0WEpmxzGVWc&list=RDEM_WlvcThEtHAopKKgjcM0zg&index=2
T02,bonafide,Mandarin,Cyndi_Wang,王心凌 Cyndi Wang – 生命中的美好缺憾 (Official Music Video),N/A,https://www.youtube.com/watch?v=zMIkbqyfdyM&list=RDEM_WlvcThEtHAopKKgjcM0zg&index=18
T02,bonafide,Mandarin,Cyndi_Wang,王心凌 Cyndi Wang – 劈你的雷正在路上 (Official Music Video),N/A,https://www.youtube.com/watch?v=tnjh4U-Dnao&list=RDEM_WlvcThEtHAopKKgjcM0zg&index=5
T02,bonafide,Mandarin,Cyndi_Wang,Cyndi Wang王心凌倾情演唱《第一次爱的人》，勾起无数人的青春回忆！,N/A,https://www.youtube.com/watch?v=jWTmveuepAQ&list=RDEM_WlvcThEtHAopKKgjcM0zg&index=3
T02,spoof,Mandarin,Cyndi_Wang,【AI翻唱 不是“王心凌”】日不落 cover 蔡依林,Sovits4.0,https://www.youtube.com/watch?v=ZbbeU_SYOPA&list=PLqil1-qewx9gX1Vyga8QCjVVCaMYxCTlf&index=8
T02,spoof,Mandarin,Cyndi_Wang,【AI翻唱 不是“王心凌”】龍捲風 cover Jay （甜心风暴）,Sovits4.0,https://www.youtube.com/watch?v=UWa_wUyZG8U&list=PLqil1-qewx9gX1Vyga8QCjVVCaMYxCTlf&index=6
T02,spoof,Mandarin,Cyndi_Wang,【AI翻唱 不是“王心凌”】好汉歌 cover 刘欢 （路見不平一聲吼，AI翻唱笑一笑）,Sovits4.0,https://www.youtube.com/watch?v=XlHTfO5P7fM&list=PLqil1-qewx9gnDh3Iwh3Y7P2rdcvXoen9&index=3
T02,spoof,Mandarin+Japanese,Cyndi_Wang,【AI翻唱 不是“王心凌”】極樂淨土 cover 美依禮芽 （浪姊3&4 第一名融合召喚）,Sovits4.0,https://www.youtube.com/watch?v=cEJ_D6DymtE&list=PLqil1-qewx9gX1Vyga8QCjVVCaMYxCTlf&index=2
T02,spoof,Mandarin,Cyndi_Wang,【AI翻唱 不是“王心凌”】一場遊戲一場夢 cover 王傑 （戀愛這個遊戲帶來甜蜜的夢）請大家不要指望AI能超越原唱，謝謝,Sovits4.0,https://www.youtube.com/watch?v=cuh9T8V9blo&list=PLqil1-qewx9gX1Vyga8QCjVVCaMYxCTlf&index=3
T02,spoof,Mandarin,Cyndi_Wang,【AI翻唱 不是“王心凌”】突然的自我 cover 伍佰 （王姐怕不只是喝了三杯吧，不要喝多了喔）,Sovits4.0,https://www.youtube.com/watch?v=zxxJKu_0NyQ&list=PLqil1-qewx9gnDh3Iwh3Y7P2rdcvXoen9&index=12
T02,spoof,Mandarin,Cyndi_Wang,【AI翻唱 不是“王心凌”】夜曲 cover Jay （夜曲一响，上台領獎）,Sovits4.0,https://www.youtube.com/watch?v=P3kFsznHs2k&list=PLqil1-qewx9gX1Vyga8QCjVVCaMYxCTlf
T02,spoof,Mandarin,Cyndi_Wang,【AI翻唱 不是“王心凌”】挪威的森林 cover 伍佰 （誰能逃過伍佰老師的超級控場）,Sovits4.0,https://www.youtube.com/watch?v=PP6OV_4kBZI&list=PLqil1-qewx9gnDh3Iwh3Y7P2rdcvXoen9&index=9
T02,spoof,Mandarin,Cyndi_Wang,【AI翻唱 不是“王心凌”】分飛 cover 徐懷鈺 （王姐，我相信你的聲音可以讓愛變成很甜美）,Sovits4.0,https://www.youtube.com/watch?v=qNWXF2psyF0&list=PLqil1-qewx9gX1Vyga8QCjVVCaMYxCTlf&index=4
T02,bonafide,Cantonese,Eason_Chan,041. 活着多好,N/A,https://www.bilibili.com/video/BV1Jo4y1a7pA?p=41
T02,bonafide,Cantonese,Eason_Chan,【4K | 新歌速递】陈奕迅《尘大师》MV 速听！,N/A,https://www.bilibili.com/video/BV1Ak4y1h7Gg/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619
T02,bonafide,Cantonese,Eason_Chan,【4K60FPS】陈奕迅《Shall We Talk》经典现场！祝大家中秋快乐！,N/A,https://www.bilibili.com/video/BV1yG4y1B7nd/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
T02,bonafide,Cantonese,Eason_Chan,【4K60FPS】陈奕迅《富士山下》神级现场！你听懂了吗？,N/A,https://www.bilibili.com/video/BV1H3411C7ZJ/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
T02,bonafide,Cantonese,Eason_Chan,020. 人来人往,N/A,https://www.bilibili.com/video/BV1Jo4y1a7pA?p=20
T02,bonafide,Mandarin,Eason_Chan,【4K60FPS】陈奕迅《淘汰》神级现场！安慰的淘汰！,N/A,https://www.bilibili.com/video/BV1zU4y1H76f/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
T02,bonafide,Cantonese,Eason_Chan,022. 一生中最爱,N/A,https://www.bilibili.com/video/BV1Jo4y1a7pA?p=22
T02,bonafide,Cantonese,Eason_Chan,【4K60FPS】陈奕迅《无人之境》经典现场！这爱情无人证~,N/A,https://www.bilibili.com/video/BV1x54y1G7Z6/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
T02,bonafide,Cantonese,Eason_Chan,073. 人车志,N/A,https://www.bilibili.com/video/BV1Jo4y1a7pA?p=73
T02,bonafide,Cantonese,Eason_Chan,陈奕迅Eason《最佳损友》高清修复1080p MV,N/A,https://www.bilibili.com/video/BV1gU4y1F7d4/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619
T02,bonafide,Cantonese,Eason_Chan,【4K60FPS】陈奕迅《明年今日》神级现场！希望大家都没有遗憾,N/A,https://www.bilibili.com/video/BV11W4y1z73R/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
T02,bonafide,Cantonese,Eason_Chan,076. 一切还好,N/A,https://www.bilibili.com/video/BV1Jo4y1a7pA?p=76
T02,bonafide,Mandarin,Eason_Chan,012. 我们,N/A,https://www.bilibili.com/video/BV1Jo4y1a7pA?p=12
T02,bonafide,Mandarin,Eason_Chan,【爷青回】陈奕迅《十年》最高音质版本！现象级神曲！,N/A,https://www.bilibili.com/video/BV1kf4y1778U/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
T02,bonafide,Cantonese,Eason_Chan,【4K60FPS】陈奕迅《单车》神级现场！献给所有的父亲！,N/A,https://www.bilibili.com/video/BV1dU4y1D7Xt/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
T02,bonafide,Cantonese,Eason_Chan,4K 全站效果最好 陈奕迅《浮夸》2014韩国MaMa颁奖典礼Asian Music Awards,N/A,https://www.bilibili.com/video/BV1bW4y1S7tF/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619
T02,bonafide,Cantonese,Eason_Chan,【4K新现场】陈奕迅《葡萄成熟时》神级现场！冬至安康！,N/A,https://www.bilibili.com/video/BV1P24y1S7Pc/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
T02,bonafide,Cantonese,Eason_Chan,【4K修复】陈奕迅《沙龙》MV 世事变，有没有将你淹盖,N/A,https://www.bilibili.com/video/BV1TV4y1J7ix/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619
T02,bonafide,Cantonese,Eason_Chan,021. 白玫瑰,N/A,https://www.bilibili.com/video/BV1Jo4y1a7pA?p=21
T02,bonafide,Cantonese,Eason_Chan,【4K60FPS】陈奕迅《我的快乐时代》神级现场！Eason硬气！,N/A,https://www.bilibili.com/video/BV1TV411e7XT/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
T02,bonafide,Cantonese,Eason_Chan,019. 最佳损友,N/A,https://www.bilibili.com/video/BV1Jo4y1a7pA?p=19
T02,bonafide,Mandarin,Eason_Chan,018. 你的背包,N/A,https://www.bilibili.com/video/BV1Jo4y1a7pA?p=18
T02,bonafide,Cantonese,Eason_Chan,【私藏馆】陈奕迅《无条件》神级现场！今天陪大家一起过,N/A,https://www.bilibili.com/video/BV1xc411N7mT/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
T02,bonafide,Mandarin,Eason_Chan,【4K | 修复】陈奕迅《你给我听好》为爱情折腰 难道不是你一直以来戒不掉的癖好,N/A,https://www.bilibili.com/video/BV1kV4y1D7vF/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619
T02,bonafide,Mandarin,Eason_Chan,028. 在这个世界相遇,N/A,https://www.bilibili.com/video/BV1Jo4y1a7pA?p=28
T02,bonafide,Cantonese,Eason_Chan,【4K60FPS】陈奕迅《最佳损友》经典现场！好好珍惜身边的朋友吧！,N/A,https://www.bilibili.com/video/BV1jP4y1G7td/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
T02,bonafide,Cantonese,Eason_Chan,【新歌速递 | MV】陈奕迅《盲婚哑嫁》世事总是兜兜转转，一切可能早已注定,N/A,https://www.bilibili.com/video/BV1KA411Z7o8/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619
T02,bonafide,Cantonese,Eason_Chan,【4K新现场】陈奕迅《明年今日》 神级现场！祝大家快乐,N/A,https://www.bilibili.com/video/BV1Z84y1s716/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
T02,bonafide,Cantonese,Eason_Chan,【4K60FPS】陈奕迅《约定》神级现场！两鬓斑白都可认得你！,N/A,https://www.bilibili.com/video/BV1Pv411E7Jg/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
T02,bonafide,Cantonese,Eason_Chan,072. 最后派对,N/A,https://www.bilibili.com/video/BV1Jo4y1a7pA?p=72
T02,bonafide,Cantonese,Eason_Chan,【4K24FPS】陈奕迅《任我行》纵然是洒脱人生境界，但人不能只当孤岛，境随心转，偶而随着大队走又何况,N/A,https://www.bilibili.com/video/BV1Dy4y1H7vL/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619
T02,bonafide,Cantonese,Eason_Chan,023. 岁月如歌,N/A,https://www.bilibili.com/video/BV1Jo4y1a7pA?p=23
T02,bonafide,Cantonese,Eason_Chan,【4K60FPS】陈奕迅《倾城》神级翻唱现场！封面一定要帅！,N/A,https://www.bilibili.com/video/BV1Zy4y1a7vk/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
T02,bonafide,Mandarin,Eason_Chan,025. 可以了,N/A,https://www.bilibili.com/video/BV1Jo4y1a7pA?p=25
T02,bonafide,Cantonese,Eason_Chan,【4K】陈奕迅 Eason「我们万岁 MV」- 证明可不舍不弃 吻停不知几多岁的你,N/A,https://www.bilibili.com/video/BV12y4y1L7wK/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619
T02,bonafide,Cantonese,Eason_Chan,013. 一丝不挂,N/A,https://www.bilibili.com/video/BV1Jo4y1a7pA?p=13
T02,bonafide,Cantonese,Eason_Chan,079. 给爱丽斯,N/A,https://www.bilibili.com/video/BV1Jo4y1a7pA?p=79
T02,bonafide,Cantonese,Eason_Chan,【4K60FPS】陈奕迅《不来也不去》神级现场！像我没来过没去过~,N/A,https://www.bilibili.com/video/BV1Rf4y1u7yc/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
T02,bonafide,Cantonese,Eason_Chan,【百万纪念】陈奕迅《落花流水》神级现场！落花有意，流水无情~,N/A,https://www.bilibili.com/video/BV1eU4y1p77j/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
T02,bonafide,Cantonese,Eason_Chan,【4K60FPS】陈奕迅《阿牛》《与我常在》神级现场！祝生日快乐！,N/A,https://www.bilibili.com/video/BV1CT411E793/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
T02,spoof,Cantonese,Eason_Chan,【AI陈奕迅】《面具》（天后粤语版）谁明白像和你 也许重逢遗憾太多却不能倒流的钟,Sovits4.0,https://www.bilibili.com/video/BV19z4y1t7Ws/?spm_id_from=pageDriver&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Cantonese,Eason_Chan,【AI陈奕迅】《隐形游乐场》cover.张敬轩 想得到烟花 马上有烟花你未看到吗,Sovits4.0,https://www.bilibili.com/video/BV1eP41197MC/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Cantonese,Eason_Chan,【AI陈奕迅】《爱得太迟》 cover.古巨基 纵不信运 你不过是人理想很远 爱於咫尺却在等,Sovits4.0,https://www.bilibili.com/video/BV1rX4y1179k/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Cantonese,Eason_Chan,【AI陈奕迅】《樱花树下》cover.张敬轩 高考结束快乐,Sovits4.0,https://www.bilibili.com/video/BV1Qc41137Hs/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Cantonese,Eason_Chan,【AI陈奕迅】《七友（改）》cover.梁汉文 原来无照顾到你的感受 恨意昏头 引诱我出口,Sovits4.0,https://www.bilibili.com/video/BV1j24y1K7Fu/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Mandarin,Eason_Chan,【AI陈奕迅】《说好的幸福呢》cover.周杰伦 怎么了 你累了 说好的 幸福呢我懂了 不说了 爱淡了 梦远了,Sovits4.0,https://www.bilibili.com/video/BV1E24y1P7MJ/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Cantonese,Eason_Chan,【AI陈奕迅】《东京人寿》cover.容祖儿 明年保了寿命 谁说一定有伴侣与东京明年即使有热血 初樱初雪又如何约定,Sovits4.0,https://www.bilibili.com/video/BV1QM4y1v7zL/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Cantonese,Eason_Chan,【AI陈奕迅】《勇》cover.杨千嬅,Sovits4.0,https://www.bilibili.com/video/BV1zk4y1p7wU/?spm_id_from=333.337.search-card.all.click&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Mandarin,Eason_Chan,【AI陈奕迅】《遇见》cover.孙燕姿 我遇见你是最美丽的意外,Sovits4.0,https://www.bilibili.com/video/BV1wo4y1g7xc/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Mandarin,Eason_Chan,【AI陈奕迅】《漠河舞厅》cover.柳爽 晚星就像你的眼睛,Sovits4.0,https://www.bilibili.com/video/BV1rL41187Za/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Cantonese,Eason_Chan,【AI陈奕迅】《谁知我这种男孩子》（《野孩子》改）明日我绝不敢多放肆,Sovits4.0,https://www.bilibili.com/video/BV1PT41187KN/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Mandarin,Eason_Chan,【AI陈奕迅】《流沙》cover.陶喆 爱情好像流沙我不挣扎随它去吧 我不害怕,Sovits4.0,https://www.bilibili.com/video/BV1Uo4y1g74J/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Cantonese,Eason_Chan,【AI陈奕迅】《淘汰（粤语）》我不是词神版 cover.常颖杰,Sovits4.0,https://www.bilibili.com/video/BV1QP41167Mv/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Cantonese,Eason_Chan,【AI陈奕迅】《街灯晚餐》cover.卫兰 难道是为了安置未来才爱你谁要计算过安享晚福便一起,Sovits4.0,https://www.bilibili.com/video/BV1tT41147Pg/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Mandarin,Eason_Chan,【AI陈奕迅】废话版《阴天快乐》 这下陈奕迅更怀疑了,Sovits4.0,https://www.bilibili.com/video/BV1im4y1Y7YQ/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Cantonese,Eason_Chan,【AI陈奕迅】《再见二丁目》cover.杨千嬅 不抽象版~,Sovits4.0,https://www.bilibili.com/video/BV1G8411Z7nF/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Cantonese,Eason_Chan,【AI陈奕迅】《痛爱》cover.容祖儿 要为错的人伤过恨过方算是勇敢长世间不喜欢开心 喜欢痛心,Sovits4.0,https://www.bilibili.com/video/BV1wT41147xu/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Cantonese,Eason_Chan,【AI陈奕迅】《我不如》cover.曾比特 你不如养一只狗便宜地令你满足比我可爱的密友,Sovits4.0,https://www.bilibili.com/video/BV1Ys4y1Q7VK/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Cantonese,Eason_Chan,【AI陈奕迅】《终身美丽》cover.郑秀文,Sovits4.0,https://www.bilibili.com/video/BV1sX4y1t7va/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Cantonese,Eason_Chan,【AI陈奕迅】《嘉宾（粤语）》 我不是词神版 cover.常颖杰,Sovits4.0,https://www.bilibili.com/video/BV1Zu411p76u/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Mandarin,Eason_Chan,【AI陈奕迅】《下雨天》cover.南拳妈妈 被爱的人不用道歉,Sovits4.0,https://www.bilibili.com/video/BV1Eh4y1d7we/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Mandarin,Eason_Chan,【AI陈奕迅】《依然爱你》cover.王力宏 我依然爱你 就是唯一的退路我依然珍惜 时时刻刻的幸福,Sovits4.0,https://www.bilibili.com/video/BV1uX4y1y72K/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Japanese,Eason_Chan,【AI陈奕迅】《Lemon》cover.米津玄师 时至今日 你仍是我的光芒,Sovits4.0,https://www.bilibili.com/video/BV1Zh4y1J7kW/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Mandarin,Eason_Chan,【AI陈奕迅】《开始懂了》 cover.孙燕姿 相信你只是怕伤害我不是骗我很爱过谁会舍得,Sovits4.0,https://www.bilibili.com/video/BV1Yh4y1x71k/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Mandarin,Eason_Chan,【AI陈奕迅】《凄美地》cover.郭顶 等我找到你试探你眼睛,Sovits4.0,https://www.bilibili.com/video/BV1qP411e7ac/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Cantonese,Eason_Chan,【AI陈奕迅】《心淡》cover.容祖儿 由这一分钟开始计起春风秋雨间限我对你以半年时间慢慢的心淡,Sovits4.0,https://www.bilibili.com/video/BV1nP41197Uy/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Cantonese,Eason_Chan,【AI陈奕迅】《必杀技》cover.古巨基 何以技痒放过我你已仿佛有神助一讲起你已经等于再杀死我,Sovits4.0,https://www.bilibili.com/video/BV1Sg4y1F7DN/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Cantonese,Eason_Chan,【AI陈奕迅】《下一站天后》,Sovits4.0,https://www.bilibili.com/video/BV1dP411q7XN/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Cantonese,Eason_Chan,【AI陈奕迅】《吴哥窟》 cover.吴雨霏 难道你有勇气反悔诺言 你专一,Sovits4.0,https://www.bilibili.com/video/BV1k24y1K7vW/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Cantonese,Eason_Chan,【AI陈奕迅】《爱与诚》cover.古巨基 别再做情人 做只猫 做只狗 不做情人,Sovits4.0,https://www.bilibili.com/video/BV1Bc411P7ko/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Cantonese,Eason_Chan,【AI陈奕迅】《分分钟需要你》cover.林子祥 愿我会揸火箭 带你到天空去在太空中两人住,Sovits4.0,https://www.bilibili.com/video/BV1Po4y1V7WE/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Mandarin,Eason_Chan,【AI陈奕迅】《体面》cover.于文文,Sovits4.0,https://www.bilibili.com/video/BV1Yo4y1u7mr/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Mandarin,Eason_Chan,【AI陈奕迅】《她说》cover.林俊杰 等不到天黑 烟火不会太完美回忆烧成灰 还是等不到结尾,Sovits4.0,https://www.bilibili.com/video/BV1hu411s7BA/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Cantonese,Eason_Chan,【AI陈奕迅】《献世》 cover.陈小春 眼泪还是留给天抚慰你是前度 何必听我吠再不走 有今生 无下世你是否想我 起这个毒誓,Sovits4.0,https://www.bilibili.com/video/BV1po4y137AB/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Mandarin,Eason_Chan,【AI陈奕迅】《追光者》cover.岑宁儿 我可以跟在你身后像影子追着光梦游我可以等在这路口不管你会不会经过,Sovits4.0,https://www.bilibili.com/video/BV1hk4y1x7P8/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Cantonese,Eason_Chan,【AI陈奕迅】《晚风心里吹》cover.阿梨粤 愿晚风心里吹 吹散我的泪似栖身花舞堆人间多少美景 都留来伴你,Sovits4.0,https://www.bilibili.com/video/BV1ah411w7Xp/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Mandarin,Eason_Chan,【AI陈奕迅】《水星记》cover.郭顶 还要多远才能进入你的心还要多久才能和你接近,Sovits4.0,https://www.bilibili.com/video/BV1ec411A7sE/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Cantonese,Eason_Chan,【AI陈奕迅】《可惜我是水瓶座》cover.杨千嬅 如何笨到底但到底还是我,Sovits4.0,https://www.bilibili.com/video/BV1ns4y1Q7BX/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Cantonese,Eason_Chan,【AI陈奕迅】《无赖》cover.郑中基 还喜欢我 我这种无赖是话你蠢 还是很伟大,Sovits4.0,https://www.bilibili.com/video/BV1ra4y1u7xa/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Cantonese,Eason_Chan,【AI陈奕迅】《最长的电影》cover 周杰伦 再给我两分钟让我把记忆结成冰,Sovits4.0,https://www.bilibili.com/video/BV1bT411t7vG/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Japanese,Eason_Chan,【AI陈奕迅】《スパークル（火花）》 你的名字插曲,Sovits4.0,https://www.bilibili.com/video/BV11X4y1h7aw/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Cantonese,Eason_Chan,【AI陈奕迅】《少女的祈祷》cover.杨千嬅 然而天父并未体恤好人到我睁开眼无明灯指引,Sovits4.0,https://www.bilibili.com/video/BV1sh4y1973V/?spm_id_from=pageDriver&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Mandarin,Eason_Chan,【AI陈奕迅】《可惜没如果》cover.林俊杰 倘若那天把该说的话好好说该体谅的不执着如果那天我,Sovits4.0,https://www.bilibili.com/video/BV1cs4y1M7jv/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
T02,spoof,Mandarin,Eason_Chan,【AI陈奕迅】《后来的我们》cover.五月天 在某处 另一个你 留下了在那里 另一个我 微笑着另一个我们 还深爱着代替我们永恒着,Sovits4.0,https://www.bilibili.com/video/BV1Bs4y1T7Ka/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
